时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2020-12-28,金迈克,先进制造,战略投资,未透露,"涌铧投资, 纳米创投",50000,先进制造、新材料、新材料,金迈克是国家高新技术企业，致力于新型PVD纳米非晶表面工程薄膜材料、新材料及其生产设备的开发制造和销售。以提升中国制造品牌价值为已任，全力推进优秀的PVD表面改性技术的推广和的应用，经过近10年的求索和实践，目前已经形成了体系完备的金属材料制品抗磨减摩系统解决方案，为中国制造品牌向高科技、高产出、高附加值、低能耗的高端产业格局转型贡献力量。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-12-28,裕能新能源,先进制造,战略投资,8.98亿人民币,"宁德时代, 比亚迪, 靖西新能源",449000,先进制造、新能源、新材料,裕能新能源是一家磷酸铁锂研发生产商，公司自成立以来，建立以研发、生产相结合的自主创新机制，致力于磷酸铁锂和三元材料的研发和技术改良。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-12-25,桐力光电,先进制造,B+轮,2亿人民币,"三行资本（领投）, 国方母基金（领投）, 苏民投, 三一集团, 三花弘道, 长江基金, 苏滁基金, 诺玛公司",100000,先进制造、新材料、新材料,桐力光电是一家光电领域的新材料研发及应用服务商，公司开发了一系列用于光电显示行业玻璃贴合及强化的有机硅胶、纳米粘接胶、玻璃强化剂，并自主研发一系列配套的自动化设备及制造工艺，为光电制造企业尤其是触控模组企业、显示模组企业、玻璃盖板企业提供全套的玻璃全贴合及玻璃强化解决方案。,石东 总经理 石东先生，1981年出生，中国国籍，无境外永久居留权，硕士学历；2002年12月至2010年6月，任友达光电有限公司技术支持经理；2010年6月至2011年6月，任苏通科技产业园亚太区招商主管；2011年6月至2012年06月，任恒远数控有限公司总经理特别助理；2012年11月至今，任公司董事长兼总经理。 
2020-12-25,常友科技,传统制造,战略投资,未透露,中国风投,50000,传统制造、环保、环保,常友科技是一家集风电复合材料、轨道交通、机电电器制造、新能源汽车、无人机、芯材等领域研发、设计、生产、销售和服务为一体的现代化高科技企业。主要产品涵盖风电领域、轨道交通领域、新材料领域等。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-12-24,国鸿氢能,先进制造,战略投资,未透露,"中银粤财, 诚信创投, 粤财创投, 华亦投资, 中车绿脉基金",50000,先进制造、新材料、电池,国鸿氢能是一家燃料电池生产商，公司主要产品包括氢燃料电池商用车、纯氢燃料备用电源、氢燃料电池电堆、燃料电池发动机等，产品广泛应用于各种车型、无人机、汽车交通、分布式电站等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-12-24,英思特,传统制造,战略投资,未透露,"深圳高新投, 一创投资, 高远共赢投资, 正奇投资",50000,传统制造、轻工制造、新材料,英思特是一家经营高性能钕铁硼永磁材料、磁组件、新能源材料等器件的研发、组装、生产和销售的公司，同时为客户提供完备的成本和技术解决方案，产品广泛应用于风力发电、家用电器、新能源汽车以及笔记本电脑和其他消费类电子产品等领域。,周保平 总经理 周保平先生，1972年生，中国国籍，无境外永久居留权，本科学历。1994年8月至2004年5月，在包头市德利电子有限公司担任业务经理；2004年6月至2011年6月，在上海晶丰申电子科技有限公司担任副总经理；2011年7月至2016年6月，在包头市英思特稀磁新材料有限公司担任总经理。2016年6月，包头市英思特稀磁新材料股份有限公司成立，担任董事长、总经理。 
2020-12-24,百佳年代,先进制造,战略投资,数亿人民币,中国石化,150000,先进制造、新材料、新材料,百佳年代是一家塑料薄膜研发及生产制造商，公司拥有覆盖EVA胶膜、POE胶膜等的多项专利技术，产品包括：B601HP&B601P系列抗PID胶膜、B601HS&B601S系列超级抗PID胶膜、B601W系列白色胶膜、B602H&B602系列POE胶膜等。公司致力于站在新能源行业的风口，致力于把公司打造成领先的太阳能光伏EVA胶膜生产企业。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-12-23,蒙娜丽莎新材料,先进制造,战略投资,2亿人民币,碧桂园创投,148148,先进制造、新材料、大公司新产品,广西蒙娜丽莎新材料是陶瓷企业蒙娜丽莎集团在广西的新材料业务公司，产品包括陶瓷砖、陶瓷板等。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-12-15,三责新材料,先进制造,B轮,未透露,"小村资本, 金茂资本, 嘉鑫基金",15000,先进制造、新材料、新材料,三责新材料公司主要从事高性能陶瓷部件的研究、开发与生产。产品为高性能精密陶瓷，是一种高强度、高导热、耐高温复相陶瓷，主要成分为碳化硅、氮化硅，可用于3D曲面玻璃、半导体、镜片、化工等领域的模具、加热板和隔热板制造。公司核心技术为碳化硅材料的配方及加工工艺，目前产品的主打领域为3D曲面玻璃的热弯模具。,张家春 CEO 张家春，三责新材料CEO。 
2020-12-14,云基光电,先进制造,战略投资,未透露,深圳市勤道资本管理有限公司,50000,先进制造、新材料、新材料,云基光电是一家专业从事于高端显示材料及相关材料的自主研发、生产及销售的高新技术企业。主营产品包括有机电致发光（OLED）显示材料和液晶单体材料等，主要应用于电视、电脑、手机、汽车等显示和照明领域。公司研发中心被评为北京市级企业科技研究开发机构，已申请国家发明专利104项，授权专利12项，获得2项北京市新技术新产品证书。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-12-10,UbiQD,先进制造,A轮,700万美元,"Scout Ventures（领投）, Keiretsu Forum（领投）, EPIC Ventures, Plug and Play, Arcview Collective Fund, Nanosys, Sun Mountain Capital",22750,先进制造、新材料、新材料,UbiQD是一家美国清洁技术材料研发商，致力于农业，清洁能源和安全领域的产品创新，主要生产低危害量子点（QD）和纳米复合材料。公司的第一个产品UbiGro®是一层光，它利用荧光来为农作物创造更理想的温室光谱。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-12-08,升辉包装,先进制造,A轮,1.8亿人民币,"沃衍资本（领投）, BASF巴斯夫, 斐君资本, 华义创投, 华旭资本",180000,先进制造、新材料、制造业,升辉包装是一家包装材料生产商，专业从事多层共挤功能性薄膜的研发、生产、销售和服务，公司业务涉及食品、日化、工业等综合性软包装的诸多领域，形成了肉类食品包装、休闲食品包装、日化包装、工业包装等各类功能包装产品。,宋建新 创始人 宋建新，升辉包装创始人。拥有多年相关行业从业经验。 
2020-12-08,NanoTech,先进制造,种子轮,500万美元,Ecliptic Capital（领投）,16250,先进制造、新材料、新材料,NanoTech是一家美国防火与隔热纳米材料研发商，专注于防火和隔热技术，公司可以使用现有的涂层系统进行防火处理，或者用作大多数行业中传统建筑材料的添加剂，包括：商业建筑，化工厂，石油和天然气，航空，公用事业等等。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-12-03,同光股份,先进制造,A轮,数千万人民币,"国投创业, 小米集团",50000,先进制造、新材料、新材料,同光股份(同光晶体)是一家半导体材料碳化硅衬底研发生产商，主要从事第三代半导体材料碳化硅衬底的研发和生产，主要产品包括4英寸N型碳化硅单晶、6英寸导电型碳化硅单晶、高纯半绝缘碳化硅衬底。,郑清超 创始人 郑清超，同光股份董事长；同光晶体创始人、董事长。此前经营着一家主营电力电子器件产品的公司，而后转身跨入第三代半导体核心材料——碳化硅行业。 
2020-12-01,翔腾新材料,先进制造,战略投资,未透露,涌铧投资,50000,先进制造、新材料、新材料,翔腾新材料是一家工业胶粘类和光学膜片产品提供商，该公司产品包括绝缘、耐高温、导热、EMC、EMI等胶带及光学级PET膜片，可以广泛应用于LCD、太阳能、变压器等相关领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-11-26,宝通玻璃钢,传统制造,C轮,2.85亿人民币,振石控股,142500,传统制造、轻工制造、新材料,宝通玻璃钢是一家专注于高性能高强度纤维复合材料BWFRP系列管道及配件研发、生产、销售为一体的国家高新技术企业。致力于为全球的市政工程、民航机场、城市电网、港口码头、轨道交通、新能源等行业领域提供技术优良、品质卓越的管道产品和服务。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-11-24,奥拦科技,先进制造,天使轮,未透露,英诺天使基金,500,先进制造、新材料、新材料,奥拦科技是致力于开发新型材料的中外合资的高科技公司。秉承最先进的科学技术，融汇世界500强的管理经验，奥拦专注于新型纳米复合材料的开发和应用，是真空镀膜设备、镀膜工艺、纳米复合强化等领域的领航者，为客户提供定制化的解决方案。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-11-19,MycoWorks,传统制造,B轮,4500万美元,"DCVC Bio（领投）, Wireframe Ventures, AgFunder, SOSV, 8VC, Novo Holdings, Valor Equity Partners, Humboldt Fund, WTT Investment Ltd.（领投）, Natalie Portman, Tony Fadell, Gruss Co., John Legend",146250,传统制造、轻工制造、新材料,MycoWorks是一家美国时尚和奢侈品行业生物技术平台开发商，开发了Reishi™，一种新型的可持续性材料，其性能类似于牛皮，为时装和制鞋业提供了一种可持续的解决方案，而不会影响性能，质量或美观。消费者将在未来几个月内看到Reishi™制成的首批产品，因为该公司宣布在此期间与全球领先的豪华时尚和鞋类品牌建立了合作关系。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
